"participant","gender","age","language","speech_therapy","mental_conditions","sentence","test_item","phenomenon","condition","accuracy","repetition","stability"
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,1,NA
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,2,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",0,3,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,4,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,5,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,6,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,7,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,8,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",0,9,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,10,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",0,1,NA
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,2,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",0,3,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,4,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",0,5,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,6,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,7,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,8,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",0,9,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",0,10,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,1,NA
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,2,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,3,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,8,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,9,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,10,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,3,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,8,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,9,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,10,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,3,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,8,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,9,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,10,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,2,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,3,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,4,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,5,1
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,6,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,7,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,8,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,9,0
"Center Embedding__LLM_887739.csv","male",31,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",1,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The new door is red","CHECK1","attention check","grammatical",1,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The new door is red","CHECK1","attention check","grammatical",1,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The new door is red","CHECK1","attention check","grammatical",1,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The new door is red","CHECK1","attention check","grammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The new door is red","CHECK1","attention check","grammatical",1,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical",1,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical",1,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical",1,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical",1,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",1,2,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",1,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",0,5,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",1,6,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",1,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",1,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",0,9,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical",0,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical",0,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical",1,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",0,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",1,3,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",0,4,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",1,5,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",1,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",0,7,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",0,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",1,9,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical",0,10,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,2,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical",1,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical",1,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,3,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,5,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,7,1
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical",1,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical",0,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,8,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,9,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical",0,10,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,1,NA
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,2,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,3,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,4,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,5,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,6,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,7,0
"Center Embedding__LLM_928809.csv","male",20,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical",0,8,0
